page,x,y,kind,text
23,287,364,digit,"7"
23,287,352,digit,"9"
23,287,340,digit,"3"
23,287,328,digit,"7"
23,287,316,digit,"6"
23,287,304,digit,"1"
23,287,291,digit,"7"
23,287,279,digit,"9"
23,287,267,digit,"0"
23,287,255,digit,"2"
23,287,243,digit,"0"
23,287,231,digit,"4"
23,287,219,digit,"1"
23,287,207,digit,"2"
23,287,194,digit,"7"
23,287,182,digit,"8"
23,287,170,digit,"9"
23,287,158,digit,"1"
23,287,146,digit,"6"
23,287,134,digit,"7"
23,287,122,digit,"7"
23,287,110,digit,"1"
23,287,98,digit,"3"
23,287,85,digit,"4"
23,287,73,digit,"9"
23,287,61,digit,"4"
23,287,49,digit,"6"
23,303,679,digit,"8"
23,303,667,digit,"7"
23,303,655,digit,"8"
23,303,643,digit,"2"
23,303,631,digit,"6"
23,303,619,digit,"1"
23,303,607,digit,"3"
23,303,594,digit,"1"
23,303,582,digit,"8"
23,303,570,digit,"0"
23,303,558,digit,"9"
23,303,546,digit,"0"
23,303,534,digit,"3"
23,303,522,digit,"3"
23,303,510,digit,"3"
23,303,497,digit,"1"
23,303,485,digit,"4"
23,303,473,digit,"9"
23,303,461,digit,"0"
23,303,449,digit,"8"
23,303,437,digit,"1"
23,303,425,digit,"1"
23,303,413,digit,"1"
23,303,401,digit,"3"
23,303,388,digit,"3"
23,303,376,digit,"8"
23,303,364,digit,"4"
23,303,352,digit,"3"
23,303,340,digit,"0"
23,303,328,digit,"1"
23,303,316,digit,"6"
23,303,304,digit,"5"
23,303,291,digit,"7"
23,303,279,digit,"5"
23,303,267,digit,"2"
23,303,255,digit,"3"
23,303,243,digit,"5"
23,303,231,digit,"7"
23,303,219,digit,"9"
23,303,207,digit,"3"
23,303,194,digit,"4"
23,303,182,digit,"6"
23,303,170,digit,"6"
23,303,158,digit,"0"
23,303,146,digit,"2"
23,303,134,digit,"3"
23,303,122,digit,"8"
23,303,110,digit,"1"
23,303,98,digit,"4"
23,303,85,digit,"2"
23,303,73,digit,"3"
23,303,61,digit,"0"
23,303,49,digit,"9"
23,320,679,digit,"4"
23,320,667,digit,"0"
23,320,655,digit,"8"
23,320,643,digit,"7"
23,320,631,digit,"0"
23,320,619,digit,"1"
23,320,606,digit,"7"
23,320,594,digit,"4"
23,320,582,digit,"9"
23,320,570,digit,"0"
23,320,558,digit,"2"
23,320,546,digit,"0"
23,320,534,digit,"5"
23,320,522,digit,"9"
23,320,509,digit,"4"
23,320,497,digit,"8"
23,320,485,digit,"4"
23,320,473,digit,"0"
23,320,461,digit,"7"
23,320,449,digit,"9"
23,320,437,digit,"7"
23,320,425,digit,"2"
23,320,413,digit,"1"
23,320,400,digit,"9"
23,320,388,digit,"5"
23,320,376,digit,"6"
23,320,364,digit,"0"
23,320,352,digit,"3"
23,320,340,digit,"9"
23,320,328,digit,"0"
23,320,316,digit,"9"
23,320,303,digit,"1"
23,320,291,digit,"7"
23,320,279,digit,"0"
23,320,267,digit,"1"
23,320,255,digit,"7"
23,320,243,digit,"9"
23,320,231,digit,"5"
23,320,219,digit,"3"
23,320,206,digit,"4"
23,320,194,digit,"7"
23,320,182,digit,"5"
23,320,170,digit,"3"
23,320,158,digit,"0"
23,320,146,digit,"8"
23,320,134,digit,"6"
23,320,122,digit,"4"
23,320,110,digit,"3"
23,320,97,digit,"2"
23,320,85,digit,"7"
23,320,73,digit,"2"
23,320,61,digit,"0"
23,320,49,digit,"0"
23,380,679,date,"11/07/20"
23,380,667,date,"11/07/20"
23,380,655,date,"11/06/20"
23,380,643,date,"11/06/20"
23,380,631,date,"11/05/20"
23,380,619,date,"11/05/20"
23,380,607,date,"11/04/20"
23,380,594,date,"11/04/20"
23,380,582,date,"11/03/20"
23,380,570,date,"11/03/20"
23,380,558,date,"11/02/20"
23,380,546,date,"11/02/20"
23,380,534,date,"11/01/20"
23,380,522,date,"11/01/20"
23,380,510,date,"10/31/20"
23,380,497,date,"10/31/20"
23,380,485,date,"10/30/20"
23,380,473,date,"10/30/20"
23,380,461,date,"10/29/20"
23,380,449,date,"10/29/20"
23,380,437,date,"10/28/20"
23,380,425,date,"10/28/20"
23,380,413,date,"10/27/20"
23,380,401,date,"10/27/20"
23,380,388,date,"10/26/20"
23,380,376,date,"10/26/20"
23,380,364,date,"10/25/20"
23,380,352,date,"10/25/20"
23,380,340,date,"10/24/20"
23,380,328,date,"10/24/20"
23,380,316,date,"10/23/20"
23,380,304,date,"10/23/20"
23,380,291,date,"10/22/20"
23,380,279,date,"10/22/20"
23,380,267,date,"10/21/20"
23,380,255,date,"10/21/20"
23,380,243,date,"10/20/20"
23,380,231,date,"10/20/20"
23,380,219,date,"10/19/20"
23,380,207,date,"10/19/20"
23,380,194,date,"10/18/20"
23,380,182,date,"10/18/20"
23,380,170,date,"10/17/20"
23,380,158,date,"10/17/20"
23,380,146,date,"10/16/20"
23,380,134,date,"10/16/20"
23,380,122,date,"10/15/20"
23,380,110,date,"10/15/20"
23,380,98,date,"10/14/20"
23,380,85,date,"10/14/20"
23,380,73,date,"10/13/20"
23,380,61,date,"10/13/20"
23,380,49,date,"10/12/20"
23,422,667,session,"M"
23,422,643,session,"M"
23,422,619,session,"M"
23,422,594,session,"M"
23,422,570,session,"M"
23,422,546,session,"M"
23,422,522,session,"M"
23,422,497,session,"M"
23,422,473,session,"M"
23,422,449,session,"M"
23,422,425,session,"M"
23,422,400,session,"M"
23,422,376,session,"M"
23,422,352,session,"M"
23,422,328,session,"M"
23,422,304,session,"M"
23,422,279,session,"M"
23,422,255,session,"M"
23,422,231,session,"M"
23,422,207,session,"M"
23,422,182,session,"M"
23,422,158,session,"M"
23,422,134,session,"M"
23,422,110,session,"M"
23,422,85,session,"M"
23,422,61,session,"M"
23,424,679,session,"E"
23,424,655,session,"E"
23,424,631,session,"E"
23,424,607,session,"E"
23,424,582,session,"E"
23,424,558,session,"E"
23,424,534,session,"E"
23,424,510,session,"E"
23,424,485,session,"E"
23,424,461,session,"E"
23,424,437,session,"E"
23,424,413,session,"E"
23,424,388,session,"E"
23,424,364,session,"E"
23,424,340,session,"E"
23,424,316,session,"E"
23,424,291,session,"E"
23,424,267,session,"E"
23,424,243,session,"E"
23,424,219,session,"E"
23,424,194,session,"E"
23,424,170,session,"E"
23,424,146,session,"E"
23,424,122,session,"E"
23,424,97,session,"E"
23,424,73,session,"E"
23,424,49,session,"E"
23,437,679,digit,"1"
23,437,667,digit,"9"
23,437,655,digit,"2"
23,437,643,digit,"3"
23,437,631,digit,"5"
23,437,619,digit,"2"
23,437,607,digit,"3"
23,437,594,digit,"7"
23,437,582,digit,"3"
23,437,570,digit,"3"
23,437,558,digit,"7"
23,437,546,digit,"2"
23,437,534,digit,"5"
23,437,522,digit,"0"
23,437,510,digit,"1"
23,437,497,digit,"8"
23,437,485,digit,"3"
23,437,473,digit,"8"
23,437,461,digit,"3"
23,437,449,digit,"4"
23,437,437,digit,"4"
23,437,425,digit,"9"
23,437,413,digit,"2"
23,437,401,digit,"2"
23,437,388,digit,"4"
23,437,376,digit,"2"
23,437,364,digit,"9"
23,437,352,digit,"1"
23,437,340,digit,"5"
23,437,328,digit,"2"
23,437,316,digit,"6"
23,437,304,digit,"6"
23,437,291,digit,"2"
23,437,279,digit,"4"
23,437,267,digit,"5"
23,437,255,digit,"9"
23,437,243,digit,"5"
23,437,231,digit,"8"
23,437,219,digit,"8"
23,437,207,digit,"8"
23,437,194,digit,"3"
23,437,182,digit,"4"
23,437,170,digit,"5"
23,437,158,digit,"3"
23,437,146,digit,"1"
23,437,134,digit,"8"
23,437,122,digit,"0"
23,437,110,digit,"2"
23,437,98,digit,"9"
23,437,85,digit,"9"
23,437,73,digit,"0"
23,437,61,digit,"9"
23,437,49,digit,"5"
23,453,679,digit,"9"
23,453,667,digit,"2"
23,453,655,digit,"6"
23,453,643,digit,"9"
23,453,631,digit,"4"
23,453,619,digit,"3"
23,453,607,digit,"3"
23,453,594,digit,"2"
23,453,582,digit,"6"
23,453,570,digit,"1"
23,453,558,digit,"0"
23,453,546,digit,"6"
23,453,534,digit,"9"
23,453,522,digit,"7"
23,453,510,digit,"8"
23,453,497,digit,"8"
23,453,485,digit,"6"
23,453,473,digit,"0"
23,453,461,digit,"6"
23,453,449,digit,"7"
23,453,437,digit,"2"
23,453,425,digit,"2"
23,453,413,digit,"8"
23,453,401,digit,"6"
23,453,388,digit,"9"
23,453,376,digit,"7"
23,453,364,digit,"8"
23,453,352,digit,"1"
23,453,340,digit,"7"
23,453,328,digit,"8"
23,453,316,digit,"7"
23,453,304,digit,"7"
23,453,291,digit,"5"
23,453,279,digit,"1"
23,453,267,digit,"5"
23,453,255,digit,"5"
23,453,243,digit,"6"
23,453,231,digit,"1"
23,453,219,digit,"8"
23,453,207,digit,"9"
23,453,194,digit,"1"
23,453,182,digit,"1"
23,453,170,digit,"2"
23,453,158,digit,"1"
23,453,146,digit,"6"
23,453,134,digit,"0"
23,453,122,digit,"3"
23,453,110,digit,"6"
23,453,98,digit,"8"
23,453,85,digit,"8"
23,453,73,digit,"4"
23,453,61,digit,"1"
23,453,49,digit,"7"
23,470,679,digit,"3"
23,470,667,digit,"0"
23,470,655,digit,"9"
23,470,643,digit,"5"
23,470,631,digit,"3"
23,470,619,digit,"9"
23,470,607,digit,"6"
23,470,594,digit,"8"
23,470,582,digit,"0"
23,470,570,digit,"3"
23,470,558,digit,"8"
23,470,546,digit,"6"
23,470,534,digit,"9"
23,470,522,digit,"4"
23,470,510,digit,"9"
23,470,497,digit,"8"
23,470,485,digit,"5"
23,470,473,digit,"7"
23,470,461,digit,"8"
23,470,449,digit,"9"
23,470,437,digit,"0"
23,470,425,digit,"8"
23,470,413,digit,"3"
23,470,401,digit,"3"
23,470,388,digit,"1"
23,470,376,digit,"2"
23,470,364,digit,"4"
23,470,352,digit,"2"
23,470,340,digit,"6"
23,470,328,digit,"7"
23,470,316,digit,"4"
23,470,304,digit,"6"
23,470,291,digit,"5"
23,470,279,digit,"6"
23,470,267,digit,"7"
23,470,255,digit,"1"
23,470,243,digit,"2"
23,470,231,digit,"3"
23,470,219,digit,"0"
23,470,207,digit,"2"
23,470,194,digit,"8"
23,470,182,digit,"6"
23,470,170,digit,"3"
23,470,158,digit,"3"
23,470,146,digit,"9"
23,470,134,digit,"1"
23,470,122,digit,"4"
23,470,110,digit,"8"
23,470,98,digit,"7"
23,470,85,digit,"6"
23,470,73,digit,"9"
23,470,61,digit,"6"
23,470,49,digit,"3"
23,486,679,digit,"9"
23,486,667,digit,"9"
23,486,655,digit,"1"
23,486,643,digit,"1"
23,486,631,digit,"5"
23,486,619,digit,"2"
23,486,607,digit,"3"
23,486,594,digit,"1"
23,486,582,digit,"9"
23,486,570,digit,"5"
23,486,558,digit,"5"
23,486,546,digit,"2"
23,486,534,digit,"1"
23,486,522,digit,"1"
23,486,510,digit,"0"
23,486,497,digit,"3"
23,486,485,digit,"4"
23,486,473,digit,"3"
23,486,461,digit,"0"
23,486,449,digit,"3"
23,486,437,digit,"6"
23,486,425,digit,"8"
23,486,413,digit,"9"
23,486,401,digit,"2"
23,486,388,digit,"1"
23,486,376,digit,"0"
23,486,364,digit,"8"
23,486,352,digit,"3"
23,486,340,digit,"5"
23,486,328,digit,"3"
23,486,316,digit,"1"
23,486,304,digit,"3"
23,486,291,digit,"1"
23,486,279,digit,"0"
23,486,267,digit,"6"
23,486,255,digit,"0"
23,486,243,digit,"1"
23,486,231,digit,"3"
23,486,219,digit,"9"
23,486,207,digit,"8"
23,486,194,digit,"5"
23,486,182,digit,"4"
23,486,170,digit,"3"
23,486,158,digit,"0"
23,486,146,digit,"4"
23,486,134,digit,"7"
23,486,122,digit,"1"
23,486,110,digit,"8"
23,486,98,digit,"4"
23,486,85,digit,"2"
23,486,73,digit,"7"
23,486,61,digit,"7"
23,486,49,digit,"3"
23,503,679,digit,"1"
23,503,667,digit,"0"
23,503,655,digit,"5"
23,503,643,digit,"5"
23,503,631,digit,"8"
23,503,619,digit,"8"
23,503,606,digit,"9"
23,503,594,digit,"5"
23,503,582,digit,"7"
23,503,570,digit,"7"
23,503,558,digit,"8"
23,503,546,digit,"2"
23,503,534,digit,"1"
23,503,522,digit,"3"
23,503,509,digit,"7"
23,503,497,digit,"3"
23,503,485,digit,"0"
23,503,473,digit,"4"
23,503,461,digit,"6"
23,503,449,digit,"9"
23,503,437,digit,"1"
23,503,425,digit,"0"
23,503,413,digit,"0"
23,503,400,digit,"1"
23,503,388,digit,"9"
23,503,376,digit,"7"
23,503,364,digit,"5"
23,503,352,digit,"1"
23,503,340,digit,"4"
23,503,328,digit,"9"
23,503,316,digit,"5"
23,503,303,digit,"8"
23,503,291,digit,"4"
23,503,279,digit,"9"
23,503,267,digit,"3"
23,503,255,digit,"8"
23,503,243,digit,"1"
23,503,231,digit,"9"
23,503,219,digit,"0"
23,503,206,digit,"8"
23,503,194,digit,"7"
23,503,182,digit,"0"
23,503,170,digit,"4"
23,503,158,digit,"0"
23,503,146,digit,"0"
23,503,134,digit,"3"
23,503,122,digit,"7"
23,503,110,digit,"3"
23,503,97,digit,"2"
23,503,85,digit,"0"
23,503,73,digit,"4"
23,503,61,digit,"1"
23,503,49,digit,"4"
24,14,679,date,"10/12/20"
24,14,667,date,"10/11/20"
24,14,655,date,"10/11/20"
24,14,643,date,"10/10/20"
24,14,631,date,"10/10/20"
24,14,619,date,"10/09/20"
24,14,607,date,"10/09/20"
24,14,594,date,"10/08/20"
24,14,582,date,"10/08/20"
24,14,570,date,"10/07/20"
24,14,558,date,"10/07/20"
24,14,546,date,"10/06/20"
24,14,534,date,"10/06/20"
24,14,522,date,"10/05/20"
24,14,510,date,"10/05/20"
24,14,497,date,"10/04/20"
24,14,485,date,"10/04/20"
24,14,473,date,"10/03/20"
24,14,461,date,"10/03/20"
24,14,449,date,"10/02/20"
24,14,437,date,"10/02/20"
24,14,425,date,"10/01/20"
24,14,413,date,"10/01/20"
24,14,401,date,"09/30/20"
24,14,388,date,"09/30/20"
24,14,376,date,"09/29/20"
24,14,364,date,"09/29/20"
24,14,352,date,"09/28/20"
24,14,340,date,"09/28/20"
24,14,328,date,"09/27/20"
24,14,316,date,"09/27/20"
24,14,304,date,"09/26/20"
24,14,291,date,"09/26/20"
24,14,279,date,"09/25/20"
24,14,267,date,"09/25/20"
24,14,255,date,"09/24/20"
24,14,243,date,"09/24/20"
24,14,231,date,"09/23/20"
24,14,219,date,"09/23/20"
24,14,207,date,"09/22/20"
24,14,194,date,"09/22/20"
24,14,182,date,"09/21/20"
24,14,170,date,"09/21/20"
24,14,158,date,"09/20/20"
24,14,146,date,"09/20/20"
24,14,134,date,"09/19/20"
24,14,122,date,"09/19/20"
24,14,110,date,"09/18/20"
24,14,98,date,"09/18/20"
24,14,85,date,"09/17/20"
24,14,73,date,"09/17/20"
24,14,61,date,"09/16/20"
24,14,49,date,"09/16/20"
24,15,728,noise,"numbers in the official record of the Florida Lottery shall be controlling."
24,15,751,date,"15-OCT-2025"
24,56,679,session,"M"
24,56,655,session,"M"
24,56,631,session,"M"
24,56,607,session,"M"
24,56,582,session,"M"
24,56,558,session,"M"
24,56,534,session,"M"
24,56,510,session,"M"
24,56,485,session,"M"
24,56,461,session,"M"
24,56,437,session,"M"
24,56,413,session,"M"
24,56,388,session,"M"
24,56,364,session,"M"
24,56,340,session,"M"
24,56,316,session,"M"
24,56,291,session,"M"
24,56,267,session,"M"
24,56,243,session,"M"
24,56,219,session,"M"
24,56,194,session,"M"
24,56,170,session,"M"
24,56,146,session,"M"
24,56,122,session,"M"
24,56,97,session,"M"
24,56,73,session,"M"
24,56,49,session,"M"
24,58,667,session,"E"
24,58,643,session,"E"
24,58,619,session,"E"
24,58,594,session,"E"
24,58,570,session,"E"
24,58,546,session,"E"
24,58,522,session,"E"
24,58,497,session,"E"
24,58,473,session,"E"
24,58,449,session,"E"
24,58,425,session,"E"
24,58,400,session,"E"
24,58,376,session,"E"
24,58,352,session,"E"
24,58,328,session,"E"
24,58,304,session,"E"
24,58,279,session,"E"
24,58,255,session,"E"
24,58,231,session,"E"
24,58,207,session,"E"
24,58,182,session,"E"
24,58,158,session,"E"
24,58,134,session,"E"
24,58,110,session,"E"
24,58,85,session,"E"
24,58,61,session,"E"
24,71,679,digit,"5"
24,71,667,digit,"5"
24,71,655,digit,"5"
24,71,643,digit,"3"
24,71,631,digit,"2"
24,71,619,digit,"0"
24,71,607,digit,"7"
24,71,594,digit,"9"
24,71,582,digit,"7"
24,71,570,digit,"0"
24,71,558,digit,"0"
24,71,546,digit,"9"
24,71,534,digit,"7"
24,71,522,digit,"2"
24,71,510,digit,"7"
24,71,497,digit,"5"
24,71,485,digit,"0"
24,71,473,digit,"3"
24,71,461,digit,"6"
24,71,449,digit,"6"
24,71,437,digit,"9"
24,71,425,digit,"3"
24,71,413,digit,"4"
24,71,401,digit,"9"
24,71,388,digit,"4"
24,71,376,digit,"3"
24,71,364,digit,"5"
24,71,352,digit,"5"
24,71,340,digit,"7"
24,71,328,digit,"3"
24,71,316,digit,"7"
24,71,304,digit,"5"
24,71,291,digit,"5"
24,71,279,digit,"2"
24,71,267,digit,"4"
24,71,255,digit,"0"
24,71,243,digit,"0"
24,71,231,digit,"5"
24,71,219,digit,"1"
24,71,207,digit,"2"
24,71,194,digit,"7"
24,71,182,digit,"9"
24,71,170,digit,"8"
24,71,158,digit,"4"
24,71,146,digit,"3"
24,71,134,digit,"4"
24,71,122,digit,"3"
24,71,110,digit,"6"
24,71,98,digit,"6"
24,71,85,digit,"5"
24,71,73,digit,"5"
24,71,61,digit,"5"
24,71,49,digit,"7"
24,87,679,digit,"1"
24,87,667,digit,"4"
24,87,655,digit,"3"
24,87,643,digit,"6"
24,87,631,digit,"8"
24,87,619,digit,"4"
24,87,607,digit,"9"
24,87,594,digit,"7"
24,87,582,digit,"7"
24,87,570,digit,"2"
24,87,558,digit,"7"
24,87,546,digit,"4"
24,87,534,digit,"2"
24,87,522,digit,"9"
24,87,510,digit,"6"
24,87,497,digit,"0"
24,87,485,digit,"5"
24,87,473,digit,"3"
24,87,461,digit,"9"
24,87,449,digit,"8"
24,87,437,digit,"2"
24,87,425,digit,"0"
24,87,413,digit,"3"
24,87,401,digit,"4"
24,87,388,digit,"4"
24,87,376,digit,"9"
24,87,364,digit,"1"
24,87,352,digit,"5"
24,87,340,digit,"2"
24,87,328,digit,"1"
24,87,316,digit,"1"
24,87,304,digit,"1"
24,87,291,digit,"6"
24,87,279,digit,"5"
24,87,267,digit,"4"
24,87,255,digit,"1"
24,87,243,digit,"3"
24,87,231,digit,"3"
24,87,219,digit,"3"
24,87,207,digit,"2"
24,87,194,digit,"5"
24,87,182,digit,"5"
24,87,170,digit,"2"
24,87,158,digit,"9"
24,87,146,digit,"1"
24,87,134,digit,"9"
24,87,122,digit,"6"
24,87,110,digit,"2"
24,87,98,digit,"6"
24,87,85,digit,"4"
24,87,73,digit,"1"
24,87,61,digit,"6"
24,87,49,digit,"2"
24,104,679,digit,"6"
24,104,667,digit,"2"
24,104,655,digit,"4"
24,104,643,digit,"0"
24,104,631,digit,"3"
24,104,619,digit,"3"
24,104,607,digit,"1"
24,104,594,digit,"2"
24,104,582,digit,"5"
24,104,570,digit,"8"
24,104,558,digit,"2"
24,104,546,digit,"5"
24,104,534,digit,"9"
24,104,522,digit,"0"
24,104,510,digit,"7"
24,104,497,digit,"2"
24,104,485,digit,"0"
24,104,473,digit,"3"
24,104,461,digit,"7"
24,104,449,digit,"2"
24,104,437,digit,"0"
24,104,425,digit,"8"
24,104,413,digit,"7"
24,104,401,digit,"3"
24,104,388,digit,"7"
24,104,376,digit,"7"
24,104,364,digit,"3"
24,104,352,digit,"4"
24,104,340,digit,"9"
24,104,328,digit,"3"
24,104,316,digit,"1"
24,104,304,digit,"7"
24,104,291,digit,"4"
24,104,279,digit,"6"
24,104,267,digit,"4"
24,104,255,digit,"7"
24,104,243,digit,"3"
24,104,231,digit,"3"
24,104,219,digit,"9"
24,104,207,digit,"3"
24,104,194,digit,"8"
24,104,182,digit,"6"
24,104,170,digit,"7"
24,104,158,digit,"7"
24,104,146,digit,"6"
24,104,134,digit,"2"
24,104,122,digit,"1"
24,104,110,digit,"0"
24,104,98,digit,"0"
24,104,85,digit,"3"
24,104,73,digit,"1"
24,104,61,digit,"5"
24,104,49,digit,"8"
24,120,679,digit,"5"
24,120,667,digit,"2"
24,120,655,digit,"5"
24,120,643,digit,"5"
24,120,631,digit,"6"
24,120,619,digit,"6"
24,120,607,digit,"3"
24,120,594,digit,"7"
24,120,582,digit,"6"
24,120,570,digit,"9"
24,120,558,digit,"0"
24,120,546,digit,"7"
24,120,534,digit,"4"
24,120,522,digit,"0"
24,120,510,digit,"5"
24,120,497,digit,"9"
24,120,485,digit,"6"
24,120,473,digit,"1"
24,120,461,digit,"9"
24,120,449,digit,"6"
24,120,437,digit,"1"
24,120,425,digit,"6"
24,120,413,digit,"7"
24,120,401,digit,"2"
24,120,388,digit,"1"
24,120,376,digit,"9"
24,120,364,digit,"3"
24,120,352,digit,"0"
24,120,340,digit,"0"
24,120,328,digit,"1"
24,120,316,digit,"7"
24,120,304,digit,"0"
24,120,291,digit,"4"
24,120,279,digit,"3"
24,120,267,digit,"3"
24,120,255,digit,"1"
24,120,243,digit,"1"
24,120,231,digit,"9"
24,120,219,digit,"1"
24,120,207,digit,"7"
24,120,194,digit,"0"
24,120,182,digit,"0"
24,120,170,digit,"1"
24,120,158,digit,"8"
24,120,146,digit,"5"
24,120,134,digit,"5"
24,120,122,digit,"0"
24,120,110,digit,"1"
24,120,98,digit,"6"
24,120,85,digit,"3"
24,120,73,digit,"0"
24,120,61,digit,"9"
24,120,49,digit,"7"
24,137,679,digit,"3"
24,137,667,digit,"7"
24,137,655,digit,"6"
24,137,643,digit,"8"
24,137,631,digit,"5"
24,137,619,digit,"5"
24,137,606,digit,"0"
24,137,594,digit,"8"
24,137,582,digit,"6"
24,137,570,digit,"6"
24,137,558,digit,"3"
24,137,546,digit,"0"
24,137,534,digit,"3"
24,137,522,digit,"0"
24,137,509,digit,"9"
24,137,497,digit,"7"
24,137,485,digit,"3"
24,137,473,digit,"7"
24,137,461,digit,"2"
24,137,449,digit,"5"
24,137,437,digit,"3"
24,137,425,digit,"2"
24,137,413,digit,"2"
24,137,400,digit,"7"
24,137,388,digit,"4"
24,137,376,digit,"7"
24,137,364,digit,"2"
24,137,352,digit,"4"
24,137,340,digit,"2"
24,137,328,digit,"7"
24,137,316,digit,"1"
24,137,303,digit,"0"
24,137,291,digit,"3"
24,137,279,digit,"2"
24,137,267,digit,"2"
24,137,255,digit,"4"
24,137,243,digit,"6"
24,137,231,digit,"9"
24,137,219,digit,"5"
24,137,206,digit,"8"
24,137,194,digit,"7"
24,137,182,digit,"2"
24,137,170,digit,"1"
24,137,158,digit,"8"
24,137,146,digit,"8"
24,137,134,digit,"0"
24,137,122,digit,"1"
24,137,110,digit,"8"
24,137,97,digit,"6"
24,137,85,digit,"5"
24,137,73,digit,"2"
24,137,61,digit,"6"
24,137,49,digit,"6"
24,197,679,date,"09/15/20"
24,197,667,date,"09/15/20"
24,197,655,date,"09/14/20"
24,197,643,date,"09/14/20"
24,197,631,date,"09/13/20"
24,197,619,date,"09/13/20"
24,197,607,date,"09/12/20"
24,197,594,date,"09/12/20"
24,197,582,date,"09/11/20"
24,197,570,date,"09/11/20"
24,197,558,date,"09/10/20"
24,197,546,date,"09/10/20"
24,197,534,date,"09/09/20"
24,197,522,date,"09/09/20"
24,197,510,date,"09/08/20"
24,197,497,date,"09/08/20"
24,197,485,date,"09/07/20"
24,197,473,date,"09/07/20"
24,197,461,date,"09/06/20"
24,197,449,date,"09/06/20"
24,197,437,date,"09/05/20"
24,197,425,date,"09/05/20"
24,197,413,date,"09/04/20"
24,197,401,date,"09/04/20"
24,197,388,date,"09/03/20"
24,197,376,date,"09/03/20"
24,197,364,date,"09/02/20"
24,197,352,date,"09/02/20"
24,197,340,date,"09/01/20"
24,197,328,date,"09/01/20"
24,197,316,date,"08/31/20"
24,197,304,date,"08/31/20"
24,197,291,date,"08/30/20"
24,197,279,date,"08/30/20"
24,197,267,date,"08/29/20"
24,197,255,date,"08/29/20"
24,197,243,date,"08/28/20"
24,197,231,date,"08/28/20"
24,197,219,date,"08/27/20"
24,197,207,date,"08/27/20"
24,197,194,date,"08/26/20"
24,197,182,date,"08/26/20"
24,197,170,date,"08/25/20"
24,197,158,date,"08/25/20"
24,197,146,date,"08/24/20"
24,197,134,date,"08/24/20"
24,197,122,date,"08/23/20"
24,197,110,date,"08/23/20"
24,197,98,date,"08/22/20"
24,197,85,date,"08/22/20"
24,197,73,date,"08/21/20"
24,197,61,date,"08/21/20"
24,197,49,date,"08/20/20"
24,239,667,session,"M"
24,239,643,session,"M"
24,239,619,session,"M"
24,239,594,session,"M"
24,239,570,session,"M"
24,239,546,session,"M"
24,239,522,session,"M"
24,239,497,session,"M"
24,239,473,session,"M"
24,239,449,session,"M"
24,239,425,session,"M"
24,239,400,session,"M"
24,239,376,session,"M"
24,239,352,session,"M"
24,239,328,session,"M"
24,239,304,session,"M"
24,239,279,session,"M"
24,239,255,session,"M"
24,239,231,session,"M"
24,239,207,session,"M"
24,239,182,session,"M"
24,239,158,session,"M"
24,239,134,session,"M"
24,239,110,session,"M"
24,239,85,session,"M"
24,239,61,session,"M"
24,241,679,session,"E"
24,241,655,session,"E"
24,241,631,session,"E"
24,241,607,session,"E"
24,241,582,session,"E"
24,241,558,session,"E"
24,241,534,session,"E"
24,241,510,session,"E"
24,241,485,session,"E"
24,241,461,session,"E"
24,241,437,session,"E"
24,241,413,session,"E"
24,241,388,session,"E"
24,241,364,session,"E"
24,241,340,session,"E"
24,241,316,session,"E"
24,241,291,session,"E"
24,241,267,session,"E"
24,241,243,session,"E"
24,241,219,session,"E"
24,241,194,session,"E"
24,241,170,session,"E"
24,241,146,session,"E"
24,241,122,session,"E"
24,241,97,session,"E"
24,241,73,session,"E"
24,241,49,session,"E"
24,254,679,digit,"5"
24,254,667,digit,"4"
24,254,655,digit,"1"
24,254,643,digit,"2"
24,254,631,digit,"7"
24,254,619,digit,"1"
24,254,607,digit,"4"
24,254,594,digit,"5"
24,254,582,digit,"6"
24,254,570,digit,"1"
24,254,558,digit,"3"
24,254,546,digit,"5"
24,254,534,digit,"8"
24,254,522,digit,"1"
24,254,510,digit,"8"
24,254,497,digit,"2"
24,254,485,digit,"1"
24,254,473,digit,"7"
24,254,461,digit,"7"
24,254,449,digit,"7"
24,254,437,digit,"9"
24,254,425,digit,"9"
24,254,413,digit,"1"
24,254,401,digit,"3"
24,254,388,digit,"0"
24,254,376,digit,"6"
24,254,364,digit,"4"
24,254,352,digit,"2"
24,254,340,digit,"7"
24,254,328,digit,"4"
24,254,316,digit,"9"
24,254,304,digit,"8"
24,254,291,digit,"5"
24,254,279,digit,"4"
24,254,267,digit,"5"
24,254,255,digit,"5"
24,254,243,digit,"3"
24,254,231,digit,"8"
24,254,219,digit,"6"
24,254,207,digit,"1"
24,254,194,digit,"7"
24,254,182,digit,"9"
24,254,170,digit,"2"
24,254,158,digit,"2"
24,254,146,digit,"5"
24,254,134,digit,"6"
24,254,122,digit,"2"
24,254,110,digit,"6"
24,254,98,digit,"4"
24,254,85,digit,"3"
24,254,73,digit,"1"
24,254,61,digit,"1"
24,254,49,digit,"5"
24,270,679,digit,"7"
24,270,667,digit,"5"
24,270,655,digit,"0"
24,270,643,digit,"2"
24,270,631,digit,"8"
24,270,619,digit,"3"
24,270,607,digit,"6"
24,270,594,digit,"9"
24,270,582,digit,"6"
24,270,570,digit,"7"
24,270,558,digit,"7"
24,270,546,digit,"5"
24,270,534,digit,"5"
